id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
793706,Miniappartamento in Tavernetta,4181174,Flavia,,Santo Stefano,44.48753,11.34114,Entire home/apt,70,3,382,2024-08-11,2.68,2,241,22,037006-AT-03456
804596,Riva Reno 114 - A quiet Place in the city center,4235069,Elena,,Porto - Saragozza,44.49824,11.33956,Entire home/apt,176,2,246,2024-09-14,1.73,2,154,12,
840951,Attic in historical center in Bolog,4170880,Laura,,Porto - Saragozza,44.49442,11.33176,Entire home/apt,150,3,146,2024-07-02,1.03,1,168,12,
842573,Artist's house,4399085,Anna,,Santo Stefano,44.48589,11.34867,Entire home/apt,,6,47,2022-07-22,0.34,1,123,0,
860436,close to the station & the center with priv. bath.,4506590,Alessandro,,Navile,44.50986099243164,11.349018096923828,Private room,133,1,46,2024-04-09,0.33,2,94,3,IT037006B48EBY34UV
884148,APOSA FLAT / CITY CENTER - BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49945,11.34566,Entire home/apt,99,1,713,2024-06-15,5.07,6,263,6,81243/2020
944794,PrettyJewelAttic in Typical Village,3715410,Katia,,Borgo Panigale - Reno,44.51419,11.2841,Entire home/apt,72,2,181,2024-03-14,1.30,1,79,6,IT037006C25IFOGG93
952460,Apartment in the historical center,4928901,Milena,,Santo Stefano,44.48694,11.34884,Entire home/apt,80,2,267,2024-07-06,1.91,1,115,23,IT037006C2E9QOBMFB
953017,AmaBologna B&B Double Room,374533,Ersi,,Porto - Saragozza,44.49044,11.32101,Private room,80,2,14,2024-05-29,0.10,1,345,4,
967061,Little Venice/Center BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,77,1,576,2024-08-14,4.12,6,266,26,81243/2020
981083,Doppia o Matrimoniale con bagno,3398944,Enzo,,Savena,44.47116,11.37847,Private room,120,1,7,2023-03-18,0.06,2,365,0,
981727,"I 4 GATTI Guesthouse. Room 6, Quadruple 2° floor",5234186,Filippo,,Porto - Saragozza,44.49263,11.3271,Private room,154,1,38,2023-06-26,0.30,6,56,0,
993645,Villa Benni An elegant mansion b&b,5458518,Marcella,,Porto - Saragozza,44.48867,11.31842,Private room,135,1,153,2024-09-05,1.13,2,36,23,037006-BB-00040
1002365,FARM HOUSE with garden and parking,5512231,Federica,,Borgo Panigale - Reno,44.54527,11.24873,Entire home/apt,137,3,34,2024-04-14,0.25,2,353,2,IT037006C1ZV7AL3BX
1007486,APPARTAMENTO CON PARCHEGGIO E GIARDINO,5512231,Federica,,Borgo Panigale - Reno,44.54493,11.24909,Entire home/apt,104,5,3,2022-03-19,0.02,2,353,0,IT037006C1ZV7AL3BX
1023596,APT IN DOWNTOWN WITH A LOT OF GREEN,14234395,Nicola,,Porto - Saragozza,44.49559,11.33248,Entire home/apt,190,2,125,2024-03-23,0.94,2,324,2,
1027489,Casa Munay Appartments S.Orsola,2845503,Simone,,San Donato - San Vitale,44.49243,11.36684,Entire home/apt,,4,0,,,2,41,0,
1029853,Bologna Best Bed : feel at home,4259314,Nathalie,,Navile,44.519380008926845,11.341218516898035,Entire home/apt,97,4,231,2024-09-09,1.66,1,49,28,
1076605,ideal room for unibo-fiera   From dusk till dawn,5923033,Matteo&Tomoko,,San Donato - San Vitale,44.50072,11.37081,Private room,99,2,99,2024-04-21,0.72,1,249,7,
1116883,Room Airport,6129734,Manuel,,Borgo Panigale - Reno,44.52287,11.27813,Private room,71,2,209,2023-11-12,1.53,1,86,2,
1142503,A touch of luxury.GLBT f/ndly wifi,6265596,Maurizio,,Santo Stefano,44.48715,11.34036,Entire home/apt,80,3,538,2024-09-06,3.93,1,109,45,CIR 037006-AT-03088
1149912,Renting room in Bologna Airport,6129693,Manuel,,Borgo Panigale - Reno,44.51978,11.27588,Private room,65,3,166,2023-10-03,1.20,1,365,2,
1181594,lovely flat in Bologna city center,5936779,Laura,,Porto - Saragozza,44.49849,11.34012,Entire home/apt,90,2,628,2024-09-14,4.56,1,285,47,
1189302,Al Mulino /Center - BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,81,1,356,2024-07-25,2.68,6,253,14,81243/2020
1199947,Al Morelo / Ceity Center-BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,77,1,150,2024-06-12,1.17,6,281,4,81243/2020
1214730,Monolocale central bologna experience!,1884566,Federico,,Santo Stefano,44.49088,11.35648,Entire home/apt,97,2,23,2023-07-15,0.17,4,114,0,
1222983,In the heart and soul bologna,6670383,Mario,,Porto - Saragozza,44.49867,11.33771,Private room,350,1,5,2016-03-23,0.04,3,364,0,
1250727,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49951,11.33786,Private room,500,1,19,2018-03-27,0.14,3,365,0,
1250790,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49828,11.33821,Private room,500,3,10,2016-04-08,0.07,3,365,0,
1289329,7 Quadri Home fra le 2 Torri e Sant'Orsola,7441756,Benedetto Raffaello,,Santo Stefano,44.493347,11.352334,Entire home/apt,137,2,11,2023-09-10,0.40,21,345,0,IT037006C2EQI5Z4X9
1364242,MAST AIRPORT proximity and 10 min from the CENTER,2005506,Massimo,,Borgo Panigale - Reno,44.50554,11.29359,Private room,39,1,38,2020-07-12,0.28,1,1,0,
1391869,charming open space historic center,7524892,Franco,,Porto - Saragozza,44.48942,11.33297,Entire home/apt,85,3,144,2024-08-27,1.07,1,3,12,
1408005,DOLCE VITA IN THE HEART OF BOLOGNA,7593939,Danilo,,Santo Stefano,44.49888,11.34414,Entire home/apt,93,2,449,2024-09-15,3.32,1,214,63,
1435627,heart of Bologna Piazza Maggiore Roof Terrace,7714013,Carlotta,,Porto - Saragozza,44.49321,11.33569,Entire home/apt,90,2,744,2024-09-13,5.57,1,135,79,Exempt
1451862,comode stanze private in elegante villa storica,5458518,Marcella,,Porto - Saragozza,44.49032,11.31802,Private room,205,1,26,2024-04-23,0.20,2,29,2,0376006-BB-00040
1470008,Pisolo in città home holidays in city center,7871222,Paolo,,Porto - Saragozza,44.49105,11.33268,Entire home/apt,114,2,101,2024-09-13,0.76,1,267,5,
1491202,Massarenti ospedale sant'orsola,7973070,Andrea,,San Donato - San Vitale,44.49272,11.36821,Entire home/apt,286,1,32,2024-04-21,0.26,5,354,3,
1538460,Piccola Venezia/ Centro Bologna,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49895,11.34632,Entire home/apt,80,2,90,2023-08-12,0.68,6,6,0,81243/2020
1566003,"""i portici di via Piella ""centro storico",8325248,Massimo,,Santo Stefano,44.49809646606445,11.345027923583984,Entire home/apt,56,3,974,2024-08-28,7.28,4,221,67,IT037006B4KZAC8C8W
1571942,Cozy apartment in a quiet area,4594761,Sara,,Navile,44.51813,11.33951,Private room,35,2,88,2024-07-05,0.66,1,306,12,
1577979,A room in Pasolini's house 2,467810,Eleonora,,Porto - Saragozza,44.49169,11.33361,Private room,39,2,461,2024-08-22,3.43,2,58,58,
1588677,Cozy at Bologna's best location!,2345001,Demian,,Porto - Saragozza,44.49483,11.33163,Entire home/apt,64,5,119,2024-08-01,0.89,1,220,6,
1676504,Sweet Wolf - historical centre Bo,3934207,Sandra E Stefano,,Porto - Saragozza,44.4901393,11.3381074,Entire home/apt,70,2,71,2024-07-01,0.54,2,220,9,
1739565,Casa Letizia ONE city center mansion TWO TOWERS,9081398,Letizia,,Santo Stefano,44.49384,11.34731,Entire home/apt,182,3,314,2024-09-06,2.36,2,54,21,CIR 037006-CV-00180
1782703,A beautiful view on the old canal,9357589,Elena Maria,,Santo Stefano,44.4976,11.34737,Entire home/apt,,3,83,2022-07-23,0.62,1,0,0,
1791860,"Strategico centro, fiera, ospedale",9401144,Antonella,,San Donato - San Vitale,44.50746,11.37597,Entire home/apt,149,2,101,2024-05-13,0.76,1,5,1,
1853123,B&B Chez moi,9587199,Uliana,,Santo Stefano,44.49336,11.35232,Hotel room,,1,0,,,3,52,0,03336131200
1863235,"""Stunning loft near the heart of Bologna """,8864905,Robert,,Savena,44.47614,11.38541,Entire home/apt,105,3,45,2024-08-30,0.35,1,190,12,
1872453,RoomTouchAndGo Fiera Bologna,9757089,Leonardo,,Navile,44.51598,11.35844,Entire home/apt,151,2,8,2024-06-15,0.07,1,140,2,IT037006C2UVGQK62L
1949394,Matrimoniale nel cuore di Bologna,10080893,Flavio E Viviana,,Santo Stefano,44.49815,11.34859,Private room,30,5,20,2018-04-16,0.15,1,125,0,
2099619,Casa Andrea Appartamento ad uso esclusivo,10708480,Pier Giuseppe,,Porto - Saragozza,44.49622,11.32639,Entire home/apt,91,2,245,2024-09-12,1.88,2,324,17,IT037006C24CLGT4EW
2212785,Appartamento soggiorni brevi,10708480,Pier Giuseppe,,Borgo Panigale - Reno,44.50636,11.30745,Entire home/apt,71,2,21,2024-05-20,0.56,2,290,2,037006-AT-00172
2219937,Camera tranquilla-luminosa zona Ospedale Maggiore,11325267,Ines,,Porto - Saragozza,44.50372,11.30865,Private room,34,2,201,2024-09-13,1.57,1,230,24,
2250424,Casa Letizia TWO historic center long term welcome,9081398,Letizia,,Santo Stefano,44.49384,11.34731,Entire home/apt,226,3,187,2024-07-19,2.20,2,46,11,CIR 037006-CV-00180
2273362,"Bijou House centro storico, free wi-fi, 2 Smart Tv",11606565,Cristina,,Santo Stefano,44.496986,11.349187,Entire home/apt,169,4,24,2024-08-01,0.20,1,266,2,
2280311,"""Behind Lumieré"" Big & Sunny room in Art District",11610405,Ilaria Silvia,,Porto - Saragozza,44.49868,11.33677,Private room,142,1,313,2024-09-04,2.88,4,57,33,037006-AF-00374
2282623,"S.Orsola zone,parking for free and self check-in",11658074,Cecilia,,San Donato - San Vitale,44.49445,11.367172,Entire home/apt,,1,944,2024-09-02,7.31,1,0,43,IT037006C22RAMT8MP
2322428,Il Leoncino,11863073,Francesco,,Porto - Saragozza,44.4991989,11.3204346,Entire home/apt,90,2,4,2024-09-14,2.03,1,29,4,IT037006C2W9KHHYF6
2329387,TONYS PLACE HOME HOLYDAYS BOLOGNA,11898231,Antonio,,Borgo Panigale - Reno,44.51725,11.27861,Entire home/apt,82,1,256,2024-09-15,1.99,1,142,73,IT037006C24LJZLNB7
2330299,AtHOME No35 - Queen,11901723,Julia,,Santo Stefano,44.5007,11.35106,Private room,116,3,28,2024-05-20,1.46,2,356,10,037006-BB-00862
2349486,IDEAL APT. IN BOLOGNA - CENTRE/FAIR,11997215,Andrea,,San Donato - San Vitale,44.50618,11.35748,Entire home/apt,,2,213,2024-08-31,1.66,3,2,34,
2349787,Private room in quiet zone 2,9183683,Massimo,,Porto - Saragozza,44.49096,11.32767,Private room,40,2,160,2024-09-06,1.25,1,137,26,
2359237,Appartamento DIDI,11467146,Valentina,,San Donato - San Vitale,44.48931,11.37748,Entire home/apt,111,2,32,2024-08-01,1.31,1,265,12,IT037006C2VTL865VY
2378587,Z8 Terra - Comfortable two bedrooms apartment,11890324,Silvia E Jacopo,,Santo Stefano,44.501881,11.351547,Entire home/apt,239,1,315,2024-09-05,2.46,15,0,18,037006-CV-00152
2390692,[Historic Centre] Enchanting Retreat + Sunny Patio,11543364,Giovanna,,Santo Stefano,44.48787,11.35473,Entire home/apt,115,2,64,2024-08-28,0.50,2,266,3,IT037006C2LTLGPO7V
2409234,bungalow with two bedrooms,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.5147,11.28499,Entire home/apt,330,1,97,2023-10-29,0.76,18,0,1,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520
2423689,IN FIERA 8: elegant front fair,3858191,Ennio,,San Donato - San Vitale,44.50521469116211,11.363539695739746,Entire home/apt,1774,2,18,2024-07-06,0.15,2,319,1,IT037006C2X15PXWCW
2427429,modern loft with private garden,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.51453,11.28531,Entire home/apt,269,1,59,2024-02-25,0.46,18,0,1,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520
2427567,indipendent and bright studio,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.51452,11.28516,Entire home/apt,176,1,70,2022-10-07,0.55,18,0,0,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520
2448735,House 15 min. from Bologna center,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.51457,11.28426,Entire home/apt,205,1,69,2022-10-25,0.57,18,4,0,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520
2486018,Live in history: loft with frescos,12721393,Monella,,Porto - Saragozza,44.49889,11.33953,Entire home/apt,126,4,386,2024-09-13,3.03,1,336,33,
2531214,Bright and Peaceful Apartment in Historic Palazzo,6318533,Luca,,Santo Stefano,44.49336,11.35294,Entire home/apt,237,2,507,2024-08-26,3.98,3,68,35,IT037006B443RYLZGJ
2572332,Central Flat in the Greenery,13172321,Eleonora,,Santo Stefano,44.48746,11.33223,Entire home/apt,86,2,221,2024-07-22,1.74,1,106,32,IT037006C2ANO3TJLK
2581424,room in front of the fair,12899123,Mariella,,San Donato - San Vitale,44.5108,11.37047,Private room,160,1,8,2022-10-14,0.06,4,365,0,
2603387,centralissimo piazza Cavour ad.ze,3694938,Angela,,Santo Stefano,44.49131,11.34567,Entire home/apt,60,2,332,2024-09-11,2.77,1,283,58,
2627188,CasaBologna-,13453431,Gianni,,San Donato - San Vitale,44.4941,11.37806,Private room,136,3,2,2015-01-25,0.02,1,90,0,
2704474,Appartamento Bologna Centro / Colli,13841663,Andrea,,Porto - Saragozza,44.4868,11.33866,Entire home/apt,85,3,56,2024-05-13,0.46,1,52,9,
2719377,Bologna's roofs,13916122,Barbara,,Santo Stefano,44.49421,11.35456,Entire home/apt,91,3,68,2024-09-13,0.62,1,237,11,IT037006C1DQCUNLZZ
2719751,Il paradiso dell'arte,13918024,Simona,,Santo Stefano,44.48165,11.35906,Private room,37,3,116,2024-08-16,0.94,1,237,8,
2719775,Mum's house - Casa di Mamma (it037006c2l2cc4qk9),13918236,Franca E Mario,,Navile,44.507668,11.342004,Entire home/apt,106,2,149,2024-09-11,1.54,1,119,27,IT037006C2l2CC4QK9
2782841,Centralissimo -Of Great Charm,13512216,Marina,,Santo Stefano,44.49027,11.34666,Entire home/apt,95,30,77,2023-09-23,0.61,1,185,1,
2791546,cute studo in the heart of Bologna,14277021,Alfredo,,Santo Stefano,44.49825,11.34401,Entire home/apt,78,2,596,2024-09-12,4.74,1,273,52,
2809231,stanza doppia vicino Fiera/double room near Fiera,14367101,Flavio,,San Donato - San Vitale,44.50025,11.36954,Private room,123,2,8,2023-09-18,0.07,3,365,1,
2826093,Affitto Camera Bologna ad.aeroporto,8063636,Claudia,,Borgo Panigale - Reno,44.52112,11.27505,Entire home/apt,134,2,194,2024-07-13,1.53,1,90,6,PG. n.256248 del 11.09.2014
2830584,Gramsci,14480460,Antonio,,Porto - Saragozza,44.5026969909668,11.341211318969727,Entire home/apt,,2,1,2017-05-19,0.01,2,293,0,
2854104,"SPACIOUS, QUIET, FULLY FURNISHED",14591341,Manuela,,San Donato - San Vitale,44.50037,11.35736,Entire home/apt,50,30,3,2018-12-31,0.03,1,178,0,
2885479,Large ideally located 1bd apartment,14746000,Valentina,,Santo Stefano,44.49694,11.34961,Entire home/apt,100,7,7,2024-07-26,0.06,1,112,1,
2963789,CASA LUCY APARTMENTS,15124572,Giorgia,,Borgo Panigale - Reno,44.51005,11.28928,Entire home/apt,100,1,64,2020-01-31,0.51,1,27,0,
3000906,Sant Orsola villetta,1334325,Mika,,San Donato - San Vitale,44.49372,11.37102,Entire home/apt,280,3,33,2023-09-29,0.27,1,0,1,
3064628,A casa di zoe | in the heart of BO,15597400,Laura,,Porto - Saragozza,44.49619,11.33653,Entire home/apt,274,2,493,2024-09-06,3.97,1,177,72,CIR 037006-CV-00141
3073487,Charming open space in the center,10773994,Lucie,,Santo Stefano,44.48729,11.35044,Entire home/apt,50,2,223,2022-09-15,1.81,1,43,0,
3100947,Room wifi tv ac center town,15766914,Anthony,,Santo Stefano,44.49136,11.34895,Entire home/apt,90,3,531,2024-09-09,4.28,3,78,60,
3307389,A blue touch. Mini apartment with kitchenette,16699849,Giovanna,,Porto - Saragozza,44.49891,11.3229,Entire home/apt,65,2,128,2024-09-01,1.13,1,151,40,IT037006C1PPUIBDCS
3333656,Jolly Farmer FIERA,16825353,Giuseppe,,Navile,44.51292,11.35283,Private room,1000,1,17,2023-09-27,0.20,1,365,1,
3340388,Apartment in the center of Bologna,11432537,Sabina,,San Donato - San Vitale,44.49599,11.35885,Entire home/apt,,3,51,2024-06-16,0.42,1,2,6,IT037006C22CENOPHX
3396987,Casa Rosa in the historic centre,17135569,Marina,,Santo Stefano,44.49343,11.35365,Entire home/apt,250,3,175,2024-06-27,1.46,1,230,9,
3515960,Central Silent and Cosy apartment,6318533,Luca,,Santo Stefano,44.49111,11.35587,Entire home/apt,111,2,231,2023-10-30,2.37,3,96,6,IT037006B4T9RRY3AS
3573615,PVT room with PVT bathroom,11580855,Jj,,Santo Stefano,44.49011,11.35433,Private room,39,31,10,2024-01-31,0.08,3,235,2,
3573660,Pvt Room in beautiful flat in the city center,11580855,Jj,,Santo Stefano,44.48999,11.35515,Private room,35,31,19,2024-07-14,0.15,3,271,4,
3600856,"Bright and quiet design attic, with terrace",11123926,Fabio,,Santo Stefano,44.48709487915039,11.352633476257324,Entire home/apt,145,2,4,2023-09-25,0.03,1,320,1,IT037006C2H62SJ4BQ
3748572,Roomy & Cozy Apt X 6! Prime Location!,19176405,Hello Bologna!,,Santo Stefano,44.49759,11.34338,Entire home/apt,187,1,131,2024-03-04,1.17,2,146,13,037006-CV-00198
3794422,fiera delizioso mini appartamento,19486149,Mauro,,San Donato - San Vitale,44.50993,11.35747,Entire home/apt,109,2,140,2024-09-13,1.15,1,42,18,
3837496,Stanza privata nel centro storico,7419507,Sara,,Porto - Saragozza,44.49941,11.32771,Private room,87,1,465,2024-08-10,3.81,1,31,54,
3854536,Cozy Studio Flat in central Bologna,11500940,Alessandro,,Santo Stefano,44.48772,11.33975,Entire home/apt,,4,40,2016-10-11,0.33,1,90,0,
3869505,Casa Morandi una Bologna insolita,19982224,Maurizia,,San Donato - San Vitale,44.52652,11.40218,Private room,94,1,14,2024-06-02,0.13,3,364,1,IT037006C1HH4QN5EM
3936994,Luxury family house in the very heart of Bologna,20398245,Giorgio,,Santo Stefano,44.49351,11.34671,Entire home/apt,110,3,112,2024-06-04,0.92,1,88,7,
3978327,Accogliente e spazioso appartamento,9265951,Cristina E Ron,,San Donato - San Vitale,44.50327,11.35946,Entire home/apt,89,5,30,2024-07-25,0.25,1,198,1,
3988800,Central apartment private entrance and garden,20677762,Silvia,,Porto - Saragozza,44.49344,11.3201,Entire home/apt,204,2,82,2024-07-01,0.96,2,288,9,IT037006B49XSAB2UQ
4051295,B&B S. Giovanni in Monte,20806935,Anna,,Santo Stefano,44.48946,11.34921,Private room,76,2,304,2024-09-16,2.50,1,53,50,IT037006C174JK7TZ9
4056393,"Casa in Centro
Bologna!A 2 passi daPiazzaMaggiore!",21037470,Sergio,,Porto - Saragozza,44.49592,11.33621,Entire home/apt,163,2,112,2024-08-22,0.93,1,3,38,IT037006C2S9XFG35N
4071051,Flat Bologna,21115118,Tenuta,,Santo Stefano,44.47172,11.37422,Entire home/apt,75,32,20,2024-07-14,0.17,1,227,4,
4108855,Private single or double room,6106441,Nicola,,Santo Stefano,44.49675,11.3461,Private room,76,2,60,2024-06-29,0.49,1,246,9,
4111283,☆ Secret courtyard in Bologna's center,16516907,Anna Maria,,Santo Stefano,44.48784,11.35047,Entire home/apt,158,3,366,2024-08-30,3.14,2,241,36,IT037006C2TSQOAJUT
4136349,Feeling at home in bologna,20450769,Caterina,,San Donato - San Vitale,44.49886,11.40912,Entire home/apt,65,3,25,2019-09-27,0.21,1,0,0,
4147236,Deliziosa casetta di charme!,21514498,Gabriella,,Santo Stefano,44.48763,11.34109,Entire home/apt,90,2,522,2024-08-27,4.29,1,193,52,
4156614,Luxurious apartment at the center,18015558,Veronica,,Santo Stefano,44.48778,11.34176,Entire home/apt,120,4,1,2014-09-26,0.01,1,361,0,
4166793,Centralissimo a Bologna,8325248,Massimo,,Santo Stefano,44.50092,11.34456,Entire home/apt,98,3,951,2024-09-15,8.27,4,303,59,037006-AT-02368
4170216,COZY APARTMENT IN BOLOGNA CENTER,16202006,Nicola,,Santo Stefano,44.49639,11.3533,Entire home/apt,300,10,28,2016-09-29,0.23,1,363,0,
4203326,Two steps to Fiera of Bologna,20800803,Flavia,,Navile,44.5193,11.35767,Entire home/apt,245,1,205,2024-07-29,1.97,3,218,20,037006-af-00401
4256731,"ACCOGLIENTE,PANORAMICO,STRATEGICO!!",16454233,Silvana,,Santo Stefano,44.48342,11.37303,Entire home/apt,60,2,2,2014-10-12,0.02,1,2,0,
4267676,Romantic Art Homestay in Bologna,6048019,Katharina,,Porto - Saragozza,44.49497,11.33182,Entire home/apt,78,4,72,2023-10-12,0.61,1,259,2,
4275165,LOVELY & QUITE NEAR AIRPORT&STATION,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.51474,11.28477,Entire home/apt,316,1,72,2024-08-17,0.61,18,0,2,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520
4275390,VERY BELLO TRA STAZIONE E AEROPORTO,10565373,Michela Borghetto,,Borgo Panigale - Reno,44.51443,11.28442,Entire home/apt,170,1,84,2020-08-13,0.73,18,0,0,CIR (Codice Identificativo di Riferimento) associato alla struttura è 037006-CV-00520
4296228,Villa Alma Monolocale 2,22303074,Gianluca,,Santo Stefano,44.47909,11.33618,Entire home/apt,140,3,17,2019-11-10,0.14,2,0,0,IT037006C2MKRKUF3N
4349939,Villa Alma Monolocale 1,22303074,Gianluca,,Santo Stefano,44.47692,11.33671,Entire home/apt,140,3,23,2019-10-15,0.20,2,0,0,IT037006C2MKRKUF3N
4354364,TUTTO IL RESTO E' NOIA,22603528,Massimiliano,,Borgo Panigale - Reno,44.53131,11.27656,Entire home/apt,150,1,3,2017-03-20,0.03,1,365,0,
4394039,SleepInBo - nella quiete e comodo,22809996,Antonio,,Porto - Saragozza,44.49569,11.32508,Entire home/apt,141,2,72,2024-07-12,0.60,1,192,15,IT037006C2PE7IRSFR
4471957,La Zucca B&B - Bologna,23172214,Luca,,Navile,44.51336,11.34922,Private room,84,1,105,2024-06-30,0.91,1,303,18,037006-BB-00585
4510025,Central cosy room with private bathroom,18923034,Antonella,,Santo Stefano,44.49717,11.34842,Private room,,2,148,2024-07-07,1.24,1,0,1,
4524306,"Elegante, silenzioso centrale 150MQ",23454525,Antonio,,Porto - Saragozza,44.49897,11.33745,Entire home/apt,180,6,73,2024-08-29,0.66,1,143,22,
4607961,La Piazzetta Apartment,21309878,Cinzia,,Santo Stefano,44.49989,11.34413,Entire home/apt,141,1,368,2024-08-26,3.09,3,201,33,IT037006C2RUE7T5EV
4706776,COZY LARGE BEDROOM in the city center,286688,Paolo,,Santo Stefano,44.48931,11.34078,Private room,50,15,56,2024-08-03,0.47,1,260,5,
4773350,A Bologna Cosy apartment,24620140,Lucia,,Porto - Saragozza,44.49093,11.33329,Entire home/apt,103,4,508,2024-08-13,4.28,1,59,36,
4791993,Casa Romagnoli,24697543,Fabio,,Santo Stefano,44.47525,11.36856,Entire home/apt,65,2,18,2016-10-16,0.15,1,60,0,
4813036,"""A Cà Mì"" in Centro a Bologna",24788923,Prisca,,Santo Stefano,44.49300765991211,11.352829933166504,Entire home/apt,,3,115,2024-08-22,0.99,1,0,5,
4834186,Inside gates 12thcentury city wall,1897154,Raffaella,,Porto - Saragozza,44.49549,11.33735,Entire home/apt,45,32,32,2024-05-28,0.27,1,94,1,
